TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherName,Age_x,Gender_x,Expertise,YearsOfExperience,TeacherRating,UserName,Age_y,Gender_y,Email,PriceBand,ExperienceLevel,RatingTier,EnrollmentCount,Revenue
TT02755,U00193,CR00017,24/6/2025,0.0,Credit Card,TC00036,SEO Mastery,8,0,0,0.0,29.37,4.79,Brenda Mclean,28,Male,Digital Marketing,4,1.39,stevenjames,33,Male,carriedrake@yahoo.com,0,2,2,1,0.0
TT02756,U00194,CR00023,7/2/2025,0.0,Bank Transfer,TC00010,Machine Learning Fundamentals,3,0,2,0.0,9.71,3.02,Frances Sanchez,29,Male,Data Science,1,2.18,carolynpage,35,Male,jacksonandrew@outlook.com,0,0,0,1,0.0
TT02757,U00195,CR00039,10/7/2025,346.71,Bank Transfer,TC00043,Project Planning,10,1,0,346.71,3.42,1.23,John Williams,30,Female,Project Management,1,1.05,stewartlisa,15,Male,powens@outlook.com,1,0,2,1,346.71
TT02758,U00197,CR00021,4/3/2025,0.0,Credit Card,TC00016,Data Analysis with Python,3,0,2,0.0,1.2,3.6,David Carlson,33,Male,Data Science,1,2.92,parksderek,35,Female,michaelwallace@hotmail.com,0,0,0,1,0.0
TT02759,U00199,CR00002,6/5/2025,0.0,Bank Transfer,TC00023,Java Programming,9,0,2,0.0,37.7,2.43,Robert Mack,32,Male,Finance,4,2.99,millerstephanie,24,Female,davisjeremy@gmail.com,0,2,0,1,0.0
TT02760,U00202,CR00003,17/11/2025,0.0,Bank Transfer,TC00031,C++ for Beginners,9,0,1,0.0,19.53,3.85,Brenda Mercer,47,Female,Cybersecurity,1,1.86,awilson,28,Female,harrisrichard@yahoo.com,0,0,2,1,0.0
TT02761,U00211,CR00036,25/3/2025,0.0,Bank Transfer,TC00009,Agile Project Management,10,0,1,0.0,15.75,4.68,Alexander Tucker,49,Female,Project Management,2,2.22,maryspencer,22,Male,amandabrown@gmail.com,0,0,0,1,0.0
TT02762,U00214,CR00047,27/10/2025,89.59,Bank Transfer,TC00027,Natural Language Processing,0,1,2,89.59,1.55,2.68,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,danielle41,24,Female,annaparker@gmail.com,1,2,2,1,89.59
TT02763,U00215,CR00011,29/7/2025,326.02,Bank Transfer,TC00028,Entrepreneurship 101,1,1,2,326.02,11.31,2.69,Timothy Bailey,27,Female,Business,3,1.06,sandra29,28,Male,hatfieldmark@hotmail.com,1,2,2,1,326.02
TT02764,U00218,CR00016,6/10/2025,0.0,PayPal,TC00023,Digital Marketing,8,0,2,0.0,42.68,4.72,Robert Mack,32,Male,Finance,4,2.99,gregory81,15,Female,lisa37@hotmail.com,0,2,0,1,0.0
TT02765,U00219,CR00009,2/2/2025,0.0,PayPal,TC00003,Web Design Fundamentals,4,0,1,0.0,48.19,4.51,Amber Torres,32,Male,Design,4,1.56,daniellebishop,23,Female,josephlawrence@outlook.com,0,2,2,1,0.0
TT02766,U00222,CR00028,3/9/2025,0.78,PayPal,TC00047,Deep Learning,7,1,0,0.78,44.96,3.89,Brad Griffin,27,Male,Design,4,1.79,bentonkatrina,28,Male,flowe@outlook.com,1,2,2,1,0.78
TT02767,U00223,CR00042,20/5/2025,0.0,Bank Transfer,TC00023,Investment Strategies,6,0,2,0.0,34.83,4.1,Robert Mack,32,Male,Finance,4,2.99,patricia65,35,Female,yolandaglenn@outlook.com,0,2,0,1,0.0
TT02768,U00224,CR00050,21/11/2025,490.9,Credit Card,TC00027,Computer Vision,0,1,1,490.9,7.55,4.55,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,denisebailey,15,Female,devin32@gmail.com,1,2,2,1,490.9
TT02769,U00225,CR00042,21/9/2025,0.0,Credit Card,TC00044,Investment Strategies,6,0,2,0.0,34.83,4.1,Barbara Maynard,27,Male,Finance,4,2.61,sheila72,18,Male,fpark@yahoo.com,0,2,0,1,0.0
TT02770,U00226,CR00039,6/11/2025,346.71,PayPal,TC00009,Project Planning,10,1,0,346.71,3.42,1.23,Alexander Tucker,49,Female,Project Management,2,2.22,marioperez,34,Female,jdougherty@hotmail.com,1,0,0,1,346.71
TT02771,U00228,CR00024,30/11/2025,117.68,Bank Transfer,TC00016,Big Data Analytics,3,1,0,117.68,48.09,2.57,David Carlson,33,Male,Data Science,1,2.92,joshuarangel,18,Male,jaredpeters@yahoo.com,1,0,0,1,117.68
TT02772,U00232,CR00032,9/4/2025,0.0,PayPal,TC00031,Ethical Hacking,2,0,0,0.0,16.74,2.38,Brenda Mercer,47,Female,Cybersecurity,1,1.86,timothywatkins,26,Female,lisarodriguez@yahoo.com,0,0,2,1,0.0
TT02773,U00233,CR00044,6/11/2025,119.04,Credit Card,TC00023,Personal Finance,6,1,2,119.04,23.41,2.75,Robert Mack,32,Male,Finance,4,2.99,robinsonmichael,32,Male,virginiataylor@outlook.com,1,2,0,1,119.04
TT02774,U00236,CR00034,11/12/2025,394.26,Bank Transfer,TC00031,Data Encryption,2,1,2,394.26,47.44,1.35,Brenda Mercer,47,Female,Cybersecurity,1,1.86,colin32,25,Female,vmora@yahoo.com,1,0,2,1,394.26
TT02775,U00243,CR00057,12/1/2025,177.34,Bank Transfer,TC00038,SEO for E-commerce,5,1,0,177.34,49.73,3.89,Jeffrey Clark,43,Male,Digital Marketing,1,2.38,thomastimothy,24,Female,upennington@gmail.com,1,0,0,1,177.34
TT02776,U00244,CR00006,2/3/2025,276.37,Credit Card,TC00051,Graphic Design Basics,4,1,0,276.37,48.84,2.72,John Obrien,36,Female,Design,2,1.77,josemartinez,28,Male,rebeccalamb@outlook.com,1,0,2,1,276.37
TT02777,U00246,CR00001,9/5/2025,472.28,Bank Transfer,TC00022,Python Basics,9,1,1,472.28,11.0,4.74,John Holmes,33,Male,Digital Marketing,3,2.5,william30,31,Male,jennifer12@gmail.com,1,2,0,1,472.28
TT02778,U00248,CR00045,28/8/2025,0.0,PayPal,TC00023,Financial Modeling,6,0,0,0.0,6.36,1.59,Robert Mack,32,Male,Finance,4,2.99,christopher76,17,Male,kaylafuentes@yahoo.com,0,2,0,1,0.0
TT02779,U00249,CR00004,10/8/2025,0.0,Credit Card,TC00023,Advanced Python,9,0,1,0.0,45.13,2.88,Robert Mack,32,Male,Finance,4,2.99,donaldmccoy,35,Female,zparsons@hotmail.com,0,2,0,1,0.0
TT02780,U00250,CR00038,22/9/2025,342.61,Bank Transfer,TC00009,Risk Management,10,1,2,342.61,17.14,4.84,Alexander Tucker,49,Female,Project Management,2,2.22,gregorypierce,21,Male,mark81@hotmail.com,1,0,0,1,342.61
TT02781,U00252,CR00008,21/1/2025,0.0,Credit Card,TC00051,Photoshop Mastery,4,0,0,0.0,2.87,1.52,John Obrien,36,Female,Design,2,1.77,millermary,29,Female,jasonnelson@hotmail.com,0,0,2,1,0.0
TT02782,U00253,CR00059,27/2/2025,0.0,PayPal,TC00022,Affiliate Marketing,5,0,2,0.0,5.95,4.66,John Holmes,33,Male,Digital Marketing,3,2.5,ymcgrath,19,Male,steven91@gmail.com,0,2,0,1,0.0
TT02783,U00256,CR00009,26/3/2025,0.0,Credit Card,TC00047,Web Design Fundamentals,4,0,1,0.0,48.19,4.51,Brad Griffin,27,Male,Design,4,1.79,pearsonannette,35,Female,humphreyjennifer@gmail.com,0,2,2,1,0.0
TT02784,U00257,CR00037,26/11/2025,0.0,PayPal,TC00014,Scrum Essentials,10,0,2,0.0,33.93,3.45,Susan Randolph,49,Male,Project Management,3,2.45,danielle50,29,Male,jennifer70@outlook.com,0,2,0,1,0.0
TT02785,U00258,CR00024,12/11/2025,117.68,PayPal,TC00016,Big Data Analytics,3,1,0,117.68,48.09,2.57,David Carlson,33,Male,Data Science,1,2.92,marilynbailey,19,Male,paulkeller@gmail.com,1,0,0,1,117.68
TT02786,U00261,CR00029,7/11/2025,0.0,Credit Card,TC00045,Natural Language Processing,7,0,1,0.0,16.33,1.13,Emily Gutierrez,28,Female,Web Development,5,1.07,darrell83,28,Female,walkerjames@gmail.com,0,2,2,1,0.0
TT02787,U00262,CR00031,6/12/2025,0.0,Bank Transfer,TC00031,Network Security,2,0,2,0.0,26.52,1.91,Brenda Mercer,47,Female,Cybersecurity,1,1.86,dawnsawyer,24,Male,robertpotter@gmail.com,0,0,2,1,0.0
TT02788,U00266,CR00056,23/6/2025,212.39,Bank Transfer,TC00036,Google Ads Mastery,5,1,0,212.39,22.89,3.15,Brenda Mclean,28,Male,Digital Marketing,4,1.39,fstephens,25,Female,omann@hotmail.com,1,2,2,1,212.39
TT02789,U00270,CR00053,9/2/2025,0.0,PayPal,TC00026,React for Beginners,11,0,0,0.0,40.07,2.67,Patrick Wilson,29,Male,Web Development,1,2.83,karenpratt,23,Male,reyesmorgan@outlook.com,0,0,0,1,0.0
TT02790,U00271,CR00058,11/6/2025,0.0,Bank Transfer,TC00038,Social Media Strategy,5,0,1,0.0,1.46,4.44,Jeffrey Clark,43,Male,Digital Marketing,1,2.38,ldurham,15,Male,martinezrenee@yahoo.com,0,0,0,1,0.0
TT02791,U00273,CR00060,24/2/2025,0.0,PayPal,TC00017,Content Creation,5,0,1,0.0,8.95,2.14,Brian Perez,36,Male,Digital Marketing,4,2.33,wattsphilip,25,Female,jessicabrown@hotmail.com,0,2,0,1,0.0
TT02792,U00275,CR00019,15/12/2025,0.0,Bank Transfer,TC00010,Content Marketing,8,0,0,0.0,18.0,2.98,Frances Sanchez,29,Male,Data Science,1,2.18,benjaminmendoza,28,Female,stevenroberts@gmail.com,0,0,0,1,0.0
TT02793,U00276,CR00025,20/3/2025,299.57,Credit Card,TC00016,Statistical Analysis,3,1,1,299.57,48.32,3.74,David Carlson,33,Male,Data Science,1,2.92,cassandrayoung,22,Female,hilljames@outlook.com,1,0,0,1,299.57
TT02794,U00277,CR00018,10/6/2025,0.0,Credit Card,TC00038,Social Media Marketing,8,0,0,0.0,15.44,2.01,Jeffrey Clark,43,Male,Digital Marketing,1,2.38,oriddle,21,Male,jeremy92@hotmail.com,0,0,0,1,0.0
TT02795,U00281,CR00020,18/6/2025,0.0,Credit Card,TC00014,Email Marketing,8,0,2,0.0,46.25,4.11,Susan Randolph,49,Male,Project Management,3,2.45,bailey28,30,Female,christopher14@yahoo.com,0,2,0,1,0.0
TT02796,U00288,CR00033,28/1/2025,0.0,PayPal,TC00031,Cybersecurity Fundamentals,2,0,2,0.0,48.25,3.93,Brenda Mercer,47,Female,Cybersecurity,1,1.86,michellemartin,35,Male,brooksjeffrey@outlook.com,0,0,2,1,0.0
TT02797,U00289,CR00028,17/8/2025,0.78,Bank Transfer,TC00034,Deep Learning,7,1,0,0.78,44.96,3.89,Brandon Dawson,38,Male,Web Development,3,2.79,christopher37,17,Female,johnsonchad@hotmail.com,1,2,0,1,0.78
TT02798,U00294,CR00026,5/7/2025,0.0,Bank Transfer,TC00044,Intro to Machine Learning,7,0,2,0.0,47.7,4.73,Barbara Maynard,27,Male,Finance,4,2.61,traceybrown,21,Female,john01@gmail.com,0,2,0,1,0.0
TT02799,U00295,CR00029,6/6/2025,0.0,PayPal,TC00026,Natural Language Processing,7,0,1,0.0,16.33,1.13,Patrick Wilson,29,Male,Web Development,1,2.83,jean02,29,Male,mark44@gmail.com,0,0,0,1,0.0
TT02800,U00299,CR00014,28/11/2025,0.0,Bank Transfer,TC00028,Sales Mastery,1,0,0,0.0,22.29,3.15,Timothy Bailey,27,Female,Business,3,1.06,vincentadam,20,Female,mgreer@hotmail.com,0,2,2,1,0.0
TT02801,U00302,CR00051,16/4/2025,37.89,PayPal,TC00026,HTML & CSS,11,1,0,37.89,24.11,1.3,Patrick Wilson,29,Male,Web Development,1,2.83,nelsonsamantha,34,Female,vjackson@yahoo.com,1,0,0,1,37.89
TT02802,U00304,CR00040,16/7/2025,327.99,Credit Card,TC00043,Leadership in Projects,10,1,1,327.99,12.13,1.51,John Williams,30,Female,Project Management,1,1.05,lucaswilliam,35,Male,michael33@outlook.com,1,0,2,1,327.99
TT02803,U00305,CR00035,12/11/2025,0.0,Bank Transfer,TC00031,Cyber Threat Intelligence,2,0,1,0.0,42.59,4.94,Brenda Mercer,47,Female,Cybersecurity,1,1.86,ypeters,22,Male,jacquelinegonzalez@yahoo.com,0,0,2,1,0.0
TT02804,U00306,CR00043,22/12/2025,0.0,PayPal,TC00023,Corporate Finance,6,0,1,0.0,31.77,4.14,Robert Mack,32,Male,Finance,4,2.99,aaronfrazier,28,Male,jsimmons@yahoo.com,0,2,0,1,0.0
TT02805,U00309,CR00038,26/4/2025,342.61,Bank Transfer,TC00043,Risk Management,10,1,2,342.61,17.14,4.84,John Williams,30,Female,Project Management,1,1.05,gilbertjoseph,27,Male,jenny26@gmail.com,1,0,2,1,342.61
TT02806,U00313,CR00059,16/9/2025,0.0,Bank Transfer,TC00017,Affiliate Marketing,5,0,2,0.0,5.95,4.66,Brian Perez,36,Male,Digital Marketing,4,2.33,qsmith,29,Female,anngrant@gmail.com,0,2,0,1,0.0
TT02807,U00318,CR00011,14/11/2025,326.02,PayPal,TC00028,Entrepreneurship 101,1,1,2,326.02,11.31,2.69,Timothy Bailey,27,Female,Business,3,1.06,dudleyaimee,20,Male,brian51@yahoo.com,1,2,2,1,326.02
TT02808,U00319,CR00039,26/5/2025,346.71,PayPal,TC00009,Project Planning,10,1,0,346.71,3.42,1.23,Alexander Tucker,49,Female,Project Management,2,2.22,ysmith,15,Female,josephclark@hotmail.com,1,0,0,1,346.71
TT02809,U00324,CR00004,15/7/2025,0.0,Bank Transfer,TC00038,Advanced Python,9,0,1,0.0,45.13,2.88,Jeffrey Clark,43,Male,Digital Marketing,1,2.38,wpowell,16,Male,amy68@outlook.com,0,0,0,1,0.0
TT02810,U00325,CR00014,20/4/2025,0.0,Credit Card,TC00028,Sales Mastery,1,0,0,0.0,22.29,3.15,Timothy Bailey,27,Female,Business,3,1.06,thomas96,26,Male,carollewis@outlook.com,0,2,2,1,0.0
TT02811,U00326,CR00052,23/4/2025,0.0,Bank Transfer,TC00026,JavaScript Mastery,11,0,1,0.0,40.76,2.2,Patrick Wilson,29,Male,Web Development,1,2.83,ashleyjohnson,25,Female,jacob36@yahoo.com,0,0,0,1,0.0
TT02812,U00331,CR00006,10/8/2025,276.37,Bank Transfer,TC00047,Graphic Design Basics,4,1,0,276.37,48.84,2.72,Brad Griffin,27,Male,Design,4,1.79,john39,17,Male,yjohnson@outlook.com,1,2,2,1,276.37
TT02813,U00332,CR00027,14/9/2025,0.0,Credit Card,TC00025,Neural Networks,7,0,0,0.0,9.3,1.81,Justin Pham,29,Male,Web Development,4,2.17,steinjane,25,Male,rachelsingleton@outlook.com,0,2,0,1,0.0
TT02814,U00333,CR00045,17/4/2025,0.0,Bank Transfer,TC00044,Financial Modeling,6,0,0,0.0,6.36,1.59,Barbara Maynard,27,Male,Finance,4,2.61,carmen47,26,Female,trose@outlook.com,0,2,0,1,0.0
TT02815,U00335,CR00035,21/3/2025,0.0,Bank Transfer,TC00031,Cyber Threat Intelligence,2,0,1,0.0,42.59,4.94,Brenda Mercer,47,Female,Cybersecurity,1,1.86,garneranthony,33,Female,teresafrank@gmail.com,0,0,2,1,0.0
TT02816,U00336,CR00048,30/12/2025,0.0,Bank Transfer,TC00027,AI Ethics,0,0,1,0.0,42.7,3.64,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,milescaitlin,19,Male,starkmargaret@yahoo.com,0,2,2,1,0.0
TT02817,U00341,CR00017,21/7/2025,0.0,Bank Transfer,TC00034,SEO Mastery,8,0,0,0.0,29.37,4.79,Brandon Dawson,38,Male,Web Development,3,2.79,ggonzalez,24,Male,abennett@yahoo.com,0,2,0,1,0.0
TT02818,U00343,CR00029,2/4/2025,0.0,Bank Transfer,TC00036,Natural Language Processing,7,0,1,0.0,16.33,1.13,Brenda Mclean,28,Male,Digital Marketing,4,1.39,adriana50,31,Male,lhayes@gmail.com,0,2,2,1,0.0
TT02819,U00349,CR00029,5/9/2025,0.0,Credit Card,TC00017,Natural Language Processing,7,0,1,0.0,16.33,1.13,Brian Perez,36,Male,Digital Marketing,4,2.33,fostermichael,28,Male,fwhite@outlook.com,0,2,0,1,0.0
TT02820,U00355,CR00010,12/11/2025,0.0,Bank Transfer,TC00051,3D Modeling,4,0,0,0.0,15.29,4.45,John Obrien,36,Female,Design,2,1.77,johnsonfrederick,15,Female,brenda96@gmail.com,0,0,2,1,0.0
TT02821,U00358,CR00037,22/7/2025,0.0,PayPal,TC00009,Scrum Essentials,10,0,2,0.0,33.93,3.45,Alexander Tucker,49,Female,Project Management,2,2.22,johnmcdonald,19,Male,tylerpatterson@outlook.com,0,0,0,1,0.0
TT02822,U00359,CR00005,23/7/2025,0.0,PayPal,TC00022,Full Stack Development,9,0,1,0.0,28.68,1.28,John Holmes,33,Male,Digital Marketing,3,2.5,jeremiahshaw,29,Female,david28@outlook.com,0,2,0,1,0.0
TT02823,U00360,CR00021,19/4/2025,0.0,Credit Card,TC00010,Data Analysis with Python,3,0,2,0.0,1.2,3.6,Frances Sanchez,29,Male,Data Science,1,2.18,qburke,32,Male,waterskenneth@outlook.com,0,0,0,1,0.0
TT02824,U00361,CR00016,14/8/2025,0.0,PayPal,TC00017,Digital Marketing,8,0,2,0.0,42.68,4.72,Brian Perez,36,Male,Digital Marketing,4,2.33,pmoon,18,Female,cunninghamandrew@outlook.com,0,2,0,1,0.0
TT02825,U00363,CR00008,12/11/2025,0.0,Credit Card,TC00051,Photoshop Mastery,4,0,0,0.0,2.87,1.52,John Obrien,36,Female,Design,2,1.77,haysbarbara,32,Female,kennedybryan@hotmail.com,0,0,2,1,0.0
TT02826,U00364,CR00036,20/4/2025,0.0,Bank Transfer,TC00014,Agile Project Management,10,0,1,0.0,15.75,4.68,Susan Randolph,49,Male,Project Management,3,2.45,cynthiamiller,34,Male,brenda08@outlook.com,0,2,0,1,0.0
TT02827,U00368,CR00008,18/3/2025,0.0,Bank Transfer,TC00051,Photoshop Mastery,4,0,0,0.0,2.87,1.52,John Obrien,36,Female,Design,2,1.77,michael12,26,Male,burchbrian@outlook.com,0,0,2,1,0.0
TT02828,U00372,CR00028,27/7/2025,0.78,PayPal,TC00017,Deep Learning,7,1,0,0.78,44.96,3.89,Brian Perez,36,Male,Digital Marketing,4,2.33,bpatrick,23,Male,jonathan64@yahoo.com,1,2,0,1,0.78
TT02829,U00373,CR00013,28/10/2025,0.0,PayPal,TC00028,Finance for Startups,1,0,0,0.0,15.84,2.0,Timothy Bailey,27,Female,Business,3,1.06,daniel56,26,Female,valerie64@yahoo.com,0,2,2,1,0.0
TT02830,U00374,CR00048,5/12/2025,0.0,PayPal,TC00027,AI Ethics,0,0,1,0.0,42.7,3.64,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,hmarsh,28,Female,chelseywarren@outlook.com,0,2,2,1,0.0
TT02831,U00376,CR00009,7/1/2025,0.0,PayPal,TC00051,Web Design Fundamentals,4,0,1,0.0,48.19,4.51,John Obrien,36,Female,Design,2,1.77,jeffrey59,29,Male,xbradley@hotmail.com,0,0,2,1,0.0
TT02832,U00377,CR00057,12/10/2025,177.34,PayPal,TC00017,SEO for E-commerce,5,1,0,177.34,49.73,3.89,Brian Perez,36,Male,Digital Marketing,4,2.33,andersondonald,21,Female,anthony75@yahoo.com,1,2,0,1,177.34
TT02833,U00380,CR00028,23/1/2025,0.78,Bank Transfer,TC00022,Deep Learning,7,1,0,0.78,44.96,3.89,John Holmes,33,Male,Digital Marketing,3,2.5,rebeccabowman,23,Female,morganstephenson@gmail.com,1,2,0,1,0.78
TT02834,U00381,CR00010,6/5/2025,0.0,Bank Transfer,TC00051,3D Modeling,4,0,0,0.0,15.29,4.45,John Obrien,36,Female,Design,2,1.77,richardsondanny,32,Male,emily94@yahoo.com,0,0,2,1,0.0
TT02835,U00385,CR00030,7/1/2025,0.0,PayPal,TC00045,Reinforcement Learning,7,0,2,0.0,38.49,1.73,Emily Gutierrez,28,Female,Web Development,5,1.07,melissa61,20,Male,bruce80@gmail.com,0,2,2,1,0.0
TT02836,U00387,CR00028,10/8/2025,0.78,Credit Card,TC00043,Deep Learning,7,1,0,0.78,44.96,3.89,John Williams,30,Female,Project Management,1,1.05,elliottjacob,29,Female,jmiller@yahoo.com,1,0,2,1,0.78
TT02837,U00391,CR00033,15/8/2025,0.0,Bank Transfer,TC00031,Cybersecurity Fundamentals,2,0,2,0.0,48.25,3.93,Brenda Mercer,47,Female,Cybersecurity,1,1.86,morrisonronald,19,Female,karenhicks@gmail.com,0,0,2,1,0.0
TT02838,U00393,CR00035,26/2/2025,0.0,Credit Card,TC00031,Cyber Threat Intelligence,2,0,1,0.0,42.59,4.94,Brenda Mercer,47,Female,Cybersecurity,1,1.86,ryan80,30,Male,janice29@gmail.com,0,0,2,1,0.0
TT02839,U00395,CR00035,26/12/2025,0.0,Bank Transfer,TC00031,Cyber Threat Intelligence,2,0,1,0.0,42.59,4.94,Brenda Mercer,47,Female,Cybersecurity,1,1.86,karenholder,22,Female,david38@hotmail.com,0,0,2,1,0.0
TT02840,U00397,CR00051,11/2/2025,37.89,PayPal,TC00034,HTML & CSS,11,1,0,37.89,24.11,1.3,Brandon Dawson,38,Male,Web Development,3,2.79,padams,16,Male,whitakerbonnie@yahoo.com,1,2,0,1,37.89
TT02841,U00410,CR00053,3/11/2025,0.0,Credit Card,TC00045,React for Beginners,11,0,0,0.0,40.07,2.67,Emily Gutierrez,28,Female,Web Development,5,1.07,bcantu,33,Male,cheyenne28@gmail.com,0,2,2,1,0.0
TT02842,U00414,CR00007,16/10/2025,0.0,PayPal,TC00051,UI/UX Design,4,0,0,0.0,48.68,2.61,John Obrien,36,Female,Design,2,1.77,popesteven,25,Male,heatherballard@gmail.com,0,0,2,1,0.0
TT02843,U00420,CR00040,28/4/2025,327.99,Bank Transfer,TC00014,Leadership in Projects,10,1,1,327.99,12.13,1.51,Susan Randolph,49,Male,Project Management,3,2.45,jennifer64,24,Female,jennifer47@hotmail.com,1,2,0,1,327.99
TT02844,U00421,CR00010,21/10/2025,0.0,Credit Card,TC00051,3D Modeling,4,0,0,0.0,15.29,4.45,John Obrien,36,Female,Design,2,1.77,karenlambert,32,Male,caleb56@gmail.com,0,0,2,1,0.0
TT02845,U00425,CR00050,21/8/2025,490.9,Bank Transfer,TC00027,Computer Vision,0,1,1,490.9,7.55,4.55,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,erik67,19,Male,michaelhernandez@outlook.com,1,2,2,1,490.9
TT02846,U00428,CR00019,26/6/2025,0.0,Bank Transfer,TC00045,Content Marketing,8,0,0,0.0,18.0,2.98,Emily Gutierrez,28,Female,Web Development,5,1.07,stewartdiane,23,Male,kristylee@outlook.com,0,2,2,1,0.0
TT02847,U00429,CR00042,4/9/2025,0.0,Bank Transfer,TC00023,Investment Strategies,6,0,2,0.0,34.83,4.1,Robert Mack,32,Male,Finance,4,2.99,bmckay,23,Female,anthony19@outlook.com,0,2,0,1,0.0
TT02848,U00431,CR00012,10/10/2025,487.92,Bank Transfer,TC00028,Business Strategy,1,1,0,487.92,36.01,3.64,Timothy Bailey,27,Female,Business,3,1.06,collinsjason,15,Female,ywalker@hotmail.com,1,2,2,1,487.92
TT02849,U00432,CR00017,30/8/2025,0.0,Bank Transfer,TC00023,SEO Mastery,8,0,0,0.0,29.37,4.79,Robert Mack,32,Male,Finance,4,2.99,umiller,31,Male,petersendarren@gmail.com,0,2,0,1,0.0
TT02850,U00433,CR00006,28/1/2025,276.37,Credit Card,TC00047,Graphic Design Basics,4,1,0,276.37,48.84,2.72,Brad Griffin,27,Male,Design,4,1.79,elewis,32,Female,aaronevans@yahoo.com,1,2,2,1,276.37
TT02851,U00434,CR00057,6/2/2025,177.34,PayPal,TC00022,SEO for E-commerce,5,1,0,177.34,49.73,3.89,John Holmes,33,Male,Digital Marketing,3,2.5,knightjake,22,Male,wfrank@outlook.com,1,2,0,1,177.34
TT02852,U00435,CR00044,20/6/2025,119.04,Bank Transfer,TC00044,Personal Finance,6,1,2,119.04,23.41,2.75,Barbara Maynard,27,Male,Finance,4,2.61,lgreene,34,Female,robertsjohnny@outlook.com,1,2,0,1,119.04
TT02853,U00439,CR00008,5/12/2025,0.0,Bank Transfer,TC00051,Photoshop Mastery,4,0,0,0.0,2.87,1.52,John Obrien,36,Female,Design,2,1.77,idiaz,31,Female,reedcourtney@yahoo.com,0,0,2,1,0.0
TT02854,U00440,CR00053,17/12/2025,0.0,Credit Card,TC00026,React for Beginners,11,0,0,0.0,40.07,2.67,Patrick Wilson,29,Male,Web Development,1,2.83,maxwellsmith,20,Female,leonardsolis@outlook.com,0,0,0,1,0.0
TT02855,U00441,CR00051,16/3/2025,37.89,Bank Transfer,TC00034,HTML & CSS,11,1,0,37.89,24.11,1.3,Brandon Dawson,38,Male,Web Development,3,2.79,taylor92,19,Male,melanie66@hotmail.com,1,2,0,1,37.89
TT02856,U00442,CR00015,15/11/2025,285.05,Credit Card,TC00028,Leadership Essentials,1,1,1,285.05,34.78,1.96,Timothy Bailey,27,Female,Business,3,1.06,umaldonado,21,Female,croberts@hotmail.com,1,2,2,1,285.05
TT02857,U00445,CR00015,5/6/2025,285.05,Bank Transfer,TC00028,Leadership Essentials,1,1,1,285.05,34.78,1.96,Timothy Bailey,27,Female,Business,3,1.06,vlong,31,Female,micheal11@gmail.com,1,2,2,1,285.05
TT02858,U00447,CR00023,2/10/2025,0.0,Credit Card,TC00010,Machine Learning Fundamentals,3,0,2,0.0,9.71,3.02,Frances Sanchez,29,Male,Data Science,1,2.18,fwebb,23,Male,ryan98@outlook.com,0,0,0,1,0.0
TT02859,U00451,CR00046,17/3/2025,248.1,PayPal,TC00027,AI for Beginners,0,1,1,248.1,9.4,1.2,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,sabrinafoster,20,Male,erin09@outlook.com,1,2,2,1,248.1
TT02860,U00453,CR00050,14/1/2025,490.9,Bank Transfer,TC00027,Computer Vision,0,1,1,490.9,7.55,4.55,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,jasmineowens,20,Male,brianpowell@gmail.com,1,2,2,1,490.9
TT02861,U00459,CR00037,14/10/2025,0.0,PayPal,TC00043,Scrum Essentials,10,0,2,0.0,33.93,3.45,John Williams,30,Female,Project Management,1,1.05,andrewthomas,22,Male,efletcher@gmail.com,0,0,2,1,0.0
TT02862,U00463,CR00037,27/6/2025,0.0,Bank Transfer,TC00043,Scrum Essentials,10,0,2,0.0,33.93,3.45,John Williams,30,Female,Project Management,1,1.05,smithryan,18,Female,johnstonbrandon@yahoo.com,0,0,2,1,0.0
TT02863,U00465,CR00028,10/1/2025,0.78,PayPal,TC00010,Deep Learning,7,1,0,0.78,44.96,3.89,Frances Sanchez,29,Male,Data Science,1,2.18,garrettjenny,26,Male,leoncarolyn@outlook.com,1,0,0,1,0.78
TT02864,U00467,CR00032,30/7/2025,0.0,Bank Transfer,TC00031,Ethical Hacking,2,0,0,0.0,16.74,2.38,Brenda Mercer,47,Female,Cybersecurity,1,1.86,awalker,34,Male,kpineda@yahoo.com,0,0,2,1,0.0
TT02865,U00468,CR00035,27/1/2025,0.0,Bank Transfer,TC00031,Cyber Threat Intelligence,2,0,1,0.0,42.59,4.94,Brenda Mercer,47,Female,Cybersecurity,1,1.86,greeneaaron,19,Female,qgarcia@gmail.com,0,0,2,1,0.0
TT02866,U00470,CR00047,22/11/2025,89.59,PayPal,TC00027,Natural Language Processing,0,1,2,89.59,1.55,2.68,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,antoniohanson,18,Female,williamschristopher@outlook.com,1,2,2,1,89.59
